Company1,Company2,ClusterID,Correlation,ADFStat,p-value
18806,42242,24_2012,0.9087045368346809,-9.612996136454823,1.7909054373754814e-16
39842,39721,13_2011,0.9087045368346809,-9.612996136454823,1.7909054373754814e-16
43716,12932,16_2013,0.9087045368346809,-9.612996136454823,1.7909054373754814e-16
45186,19140,5_2013,0.9008990857232504,-8.80035215450155,2.1205430755691735e-14
12408,40707,3_2011,0.9008990857232504,-8.80035215450155,2.1205430755691735e-14
41181,42976,5_2012,0.9008990857232504,-8.80035215450155,2.1205430755691735e-14
44034,19140,5_2013,0.9033499444959517,-8.645129960918768,5.295970044611283e-14
12408,12346,3_2011,0.9033499444959517,-8.645129960918768,5.295970044611283e-14
42976,42548,5_2012,0.9033499444959517,-8.645129960918768,5.295970044611283e-14
41989,42976,5_2012,0.9396560627068129,-8.633884773502594,5.6589822073683126e-14
19140,45422,5_2013,0.9100265203307673,-8.560241180178448,8.735069984291152e-14
39567,12408,3_2011,0.9100265203307674,-8.560241180178448,8.735069984291152e-14
42976,42366,5_2012,0.9100265203307673,-8.560241180178448,8.735069984291152e-14
13103,45073,21_2013,0.9106915023005424,-8.17434106752962,8.456051663290921e-13
42867,42671,3_2012,0.9196856305269044,-5.299091784655378,5.49942246293124e-06
39187,40908,0_2011,0.9196856305269044,-5.299091784655378,5.49942246293124e-06
18835,41227,26_2012,0.9367619812495711,-5.10136233465409,1.3930837464893825e-05
43768,45258,7_2013,0.9367619812495709,-5.10136233465409,1.3930837464893825e-05
41540,42611,10_2012,0.9359200164724867,-4.985361349642913,2.372225119394778e-05
43433,45529,19_2013,0.9359200164724867,-4.985361349642913,2.372225119394778e-05
39850,40940,2_2011,0.9051396137656108,-4.97091849678331,2.5330159208856398e-05
12566,41243,9_2012,0.9051396137656108,-4.97091849678331,2.5330159208856398e-05
44155,45144,4_2013,0.9051396137656108,-4.97091849678331,2.5330159208856398e-05
45310,45379,12_2013,0.9650564089523211,-4.903828300967993,3.428088850377108e-05
41203,42976,5_2012,0.9752333448941588,-4.834349912000963,4.672793536766652e-05
44164,45073,21_2013,0.9039877905972824,-4.786399612897186,5.773938856263939e-05
38989,18440,22_2011,0.9825402724807476,-4.779628747767647,5.948198079800567e-05
12584,42125,8_2012,0.9825402724807477,-4.779628747767647,5.948198079800567e-05
44395,45720,13_2013,0.9714992225867649,-4.643489890400878,0.00010731586320834982
18878,12565,4_2012,0.9714992225867647,-4.643489890400878,0.00010731586320834982
41883,43215,3_2012,0.9284529263195044,-4.565834446758791,0.00014925320912325578
41480,41746,4_2012,0.9824868094552817,-4.528818005069502,0.000174360510081335
12250,40208,26_2011,0.9824868094552818,-4.528818005069502,0.000174360510081335
44192,44282,13_2013,0.9824868094552817,-4.528818005069502,0.000174360510081335
44032,44532,0_2013,0.9389716123320839,-4.515520941746004,0.00018432430157766584
41251,41811,2_2012,0.9389716123320839,-4.515520941746004,0.00018432430157766584
12349,40461,25_2011,0.938971612332084,-4.515520941746004,0.00018432430157766584
39762,39938,5_2011,0.9549358226247271,-4.513884475585869,0.00018558734334913804
12814,43159,2_2012,0.9549358226247271,-4.513884475585869,0.00018558734334913804
43847,19197,2_2013,0.9549358226247271,-4.513884475585869,0.00018558734334913804
12894,18970,13_2013,0.9543521881023704,-4.512853618244316,0.00018638719332784187
18764,41208,4_2012,0.9543521881023707,-4.512853618244316,0.00018638719332784187
41147,12764,4_2012,0.9447487780725315,-4.498339189898935,0.00019800313518186948
44369,12934,13_2013,0.9447487780725315,-4.498339189898935,0.00019800313518186948
44874,45148,0_2013,0.9428636049042448,-4.486559026676058,0.000207933767787425
43379,42461,2_2012,0.9428636049042448,-4.486559026676058,0.000207933767787425
39253,18445,20_2011,0.9343591270868211,-4.479159826718841,0.00021441147367900158
39187,39319,0_2011,0.9188176965858426,-4.475787814563537,0.00021742674661840545
42867,42220,3_2012,0.9188176965858426,-4.475787814563537,0.00021742674661840545
19120,19100,1_2013,0.9188176965858426,-4.475787814563537,0.00021742674661840545
12639,42086,1_2012,0.9040388955225844,-4.43461368963328,0.0002576496597146122
39187,12355,0_2011,0.9107598816346038,-4.3847499435290676,0.0003158322953056198
43975,19100,1_2013,0.9107598816346036,-4.3847499435290676,0.0003158322953056198
42807,42867,3_2012,0.9107598816346036,-4.3847499435290676,0.0003158322953056198
40422,18534,20_2011,0.952235585929805,-4.3425342901856965,0.00037461691917942624
18741,41275,7_2012,0.9129075146359016,-4.337095384586467,0.00038290308329603704
44994,18970,13_2013,0.9103120829628037,-4.298480529128732,0.00044691139810879845
18665,41874,23_2012,0.9526960237383111,-4.283902188094861,0.00047360585471093526
45344,45682,8_2013,0.9526960237383112,-4.283902188094861,0.00047360585471093526
12413,12435,7_2011,0.9526960237383111,-4.283902188094861,0.00047360585471093526
18649,41718,7_2012,0.9312034946059506,-4.268913432177229,0.0005026160815760071
40494,18544,22_2011,0.9079082642248777,-4.230707936779532,0.0005843239065114587
41687,41932,8_2012,0.9079082642248777,-4.230707936779532,0.0005843239065114587
12709,42046,8_2012,0.9381994488227944,-4.223408068682733,0.000601295601302648
39900,39922,22_2011,0.9381994488227944,-4.223408068682733,0.000601295601302648
45171,18960,18_2013,0.9381994488227944,-4.223408068682733,0.000601295601302648
41808,43250,6_2012,0.9720969550845588,-4.214285552636015,0.0006231573069866301
40168,40777,4_2011,0.9720969550845588,-4.214285552636015,0.0006231573069866301
43613,44628,6_2013,0.9720969550845588,-4.214285552636015,0.0006231573069866301
12762,42461,2_2012,0.9760371138665479,-4.20958928411918,0.0006347012138487525
18933,45760,0_2013,0.977322994802317,-4.208337458644135,0.0006378121171002573
12518,12543,2_2012,0.9509596793775051,-4.147856725504716,0.0008063944210877329
43379,41412,2_2012,0.94724339485726,-4.100867581363191,0.0009653313475937193
41418,43327,2_2012,0.9605712766575042,-4.078839762379785,0.0010495345044643355
44653,44929,8_2013,0.9593393498662759,-4.074376240758843,0.0010674129583753808
45500,45682,8_2013,0.9188822803455818,-4.070790829255594,0.0010819799589248751
42729,42046,8_2012,0.9373240147557843,-4.059464994329241,0.0011292248800773715
12586,41808,6_2012,0.9721651636497688,-4.055258061212827,0.001147259510283972
43613,45328,6_2013,0.9721651636497688,-4.055258061212827,0.001147259510283972
12300,18408,6_2011,0.9278349950243113,-4.0511081662841795,0.0011653128934313545
18870,12805,12_2012,0.9278349950243113,-4.0511081662841795,0.0011653128934313545
44205,19181,3_2013,0.9278349950243113,-4.0511081662841795,0.0011653128934313545
41188,42125,8_2012,0.9674670530548372,-4.040315226744925,0.0012135153942100946
38989,40757,22_2011,0.9674670530548372,-4.040315226744925,0.0012135153942100946
43080,42663,23_2012,0.9668823826882936,-4.0379382113212365,0.0012243785285876248
39572,38987,7_2011,0.9668823826882936,-4.0379382113212365,0.0012243785285876248
41080,40551,0_2011,0.9011749998418395,-4.033280568629512,0.0012459278871692803
12987,44766,1_2013,0.9011749998418394,-4.033280568629512,0.0012459278871692803
41439,12682,3_2012,0.9011749998418394,-4.033280568629512,0.0012459278871692803
12306,40757,22_2011,0.9669951126117848,-4.029598421133694,0.001263213835512298
41188,42024,8_2012,0.966995112611785,-4.029598421133694,0.001263213835512298
45131,43522,18_2013,0.9669951126117848,-4.029598421133694,0.001263213835512298
41996,41188,8_2012,0.9654625617102321,-4.025482875946209,0.001282798998800335
39232,40757,22_2011,0.9654625617102321,-4.025482875946209,0.001282798998800335
43694,43522,18_2013,0.9654625617102321,-4.025482875946209,0.001282798998800335
39209,40078,5_2011,0.9670057699485388,-4.014736705001596,0.0013352812385921495
41399,42461,2_2012,0.9670057699485389,-4.014736705001596,0.0013352812385921495
39514,40331,5_2011,0.9077746602920398,-4.011159689910413,0.0013531900467827237
42957,42182,2_2012,0.9077746602920398,-4.011159689910413,0.0013531900467827237
45258,45142,7_2013,0.9417526922533859,-4.005912104323507,0.001379868175416452
